question,source_type,has_numeric,has_category,has_datetime,has_text,intent,answer_depth,operation,best_chart,chart_required,needs_numeric,needs_category,needs_datetime,needs_text
Calculate average bonus,excel,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Compare revenue and amount,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Are orders and revenue related?,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
What is the average profit?,parquet,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Show most common words in feedback,json,true,true,true,true,text_analysis,visual_answer,word_frequency,bar_chart,true,false,true,false,true
Compare attrition rate by department,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Calculate total spend,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show top channels by revenue,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the total age?,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Compare speed by machine,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank channels by total discount,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show bonus by job role,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show top machines by humidity,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show top departments by balance,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank departments by total expense,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show total temperature,parquet,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show top channels by cart value,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show top products by profit,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show profit by region,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Group clicks by audience,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What fields are present?,csv,true,true,true,false,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Show histogram of length of stay,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Create a full analysis report,csv,true,true,true,false,summary_analysis,deep_analysis,full_dataset_analysis,multi_chart_dashboard,true,true,true,true,false
Show distribution of revenue,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Break down performance score by gender,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the minimum grade?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Find outliers in revenue,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
What is the mean patient count?,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Compare treatment cost and length of stay,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Rank products by total sales,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank regions by total amount,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which account has the highest profit?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Why did sentiment score decrease?,json,true,true,true,true,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Check duplicates,csv,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Group attrition rate by department,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Calculate average treatment cost,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Which region has the highest balance?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the minimum sales?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Show future trend for sentiment score,json,true,true,true,true,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Show future trend for rating,json,true,true,true,true,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Is there a relationship between attendance and pass rate?,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Which country performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which department has the highest salary?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show yearly spend trend,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
What is the overall attrition rate?,excel,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Top 10 departments by expense,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare age by diagnosis,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Top 10 status codes by response time,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare conversion rate by channel,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down attrition rate by department,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show score by subject,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show future trend for clicks,csv,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Detect unusual orders values,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
What is the distribution of sensor value?,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Compare performance score by job role,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Rank audiences by total spend,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Why did conversion rate decrease?,csv,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
How large is this dataset?,json,true,true,true,true,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Show top job roles by bonus,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Does this dataset have duplicate entries?,excel,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Which manager performed best?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show amount by date,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
What is the distribution of cart value?,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Rank managers by total performance score,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Group conversion rate by ad group,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which account has the highest loss?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank job roles by total bonus,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Are temperature and humidity related?,parquet,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Show the schema,excel,true,true,true,false,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Detect unusual grade values,csv,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
Show speed by location,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which location performed best?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare expense across regions,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which channel performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which job role performed best?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare score across classs,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show total pass rate,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Calculate average error count,json,true,true,true,true,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Which region performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Give business insights from this data,json,true,true,true,true,summary_analysis,deep_analysis,full_dataset_analysis,multi_chart_dashboard,true,true,true,true,false
